Class Suffix,Contributor,Label,Parent,Definition
CHEBI_30501,,beryllium atom,metal atom,Alkaline earth metal atom with atomic number 4.
DIGITRUBBER_000229,Christoph Lenth,photometry [ifnano],plan specification,Measurement method using visible light to analyse the property of a substance
PMD_0000928,,shear testing machine,device,A device used to measure the shear strength of materials by applying a shearing force and measuring deformation.
PMD_0000989,,thin-layer chromatography process,chromatography process,A chromatography process that separates non-volatile mixtures by applying a sample on a thin layer of an adsorbent material and using a solvent to move the components up the layer based on their affinities.
PMD_0020063,,portion of neon,portion of pure chemical element,A 'portion of neon' is a 'portion of pure chemical element' that 'consists of' only chebi:neon atom.
PMD_0010002,,cast iron,ferrous metal,ferrous metal that has an amout of min 2.07 wt % carbon
PMD_0000565,,coating by soldering,coating,A coating process that involves applying a coating using soldering techniques.
PMD_0050153,,thickness,length,A length that describes the measured dimension in one direction of a test piece.
PMD_0020149,,metastable phase,phase (thermodynamic),"A metastable phase phase_trans is a phase that has a ""pmd:disposition of a phase to transform"" disp_trans and disp_trans is realized in a ""pmd:phase transformation"" proc_trans and proc_trans has participant sys_trans and sys_trans has part phase_trans."
PMD_0060008,,recipe,plan specification,"A plan specification that outlines the ingredients, proportions, and procedural steps required to prepare a specific product, typically in cooking, manufacturing, or chemical processes."
IAO_0000129,,version number,symbol,A version number is an information content entity which is a sequence of characters borne by part of each of a class of manufactured products or its packaging and indicates its order within a set of other products having the same name.
PMD_0050001,,covalent bond,bond,A covalent bond is a bond that forms when nonmetal atoms share electrons to achieve a stable electron configuration.
PMD_0001016,,x-ray diffraction process,x-ray analyzing process,"An X-ray analyzing process, that involves the interaction of X-rays with the crystalline structure of a material."
CHEBI_33390,,curium atom,metal atom,Definition not available
PMD_0050120,,crown glass,optical glass,optical glass that is characterized by its low dispersion and high clarity
PMD_0000563,,coating,manufacturing process,"A manufacturing process that aims to deposit a permanently adhering layer of a material without a form onto a workpiece, whereby the immediate state of the coating material directly before application is essential."
PMD_0020182,,profile (semi finished product),object,A profile is a long object with determined section shape that may bear a semi finished product role. At the same time it may be a material.
PMD_0010020,,portion of rhodium,portion of pure chemical element,A 'portion of rhodium' is a 'portion of pure chemical element' that 'consists of' only chebi:rhodium atom.
PMD_0050008,,linear low-density polyethylene,polyethylene,polyethylene that is distinguished by its linear backbone with short-chain branching
PMD_0000522,,mechanical process,process,"is a process in which forces, moments, or imposed displacements to objects or object aggregates occur and/or the equivalent (stresses, strains) to materials or portions of matter"
PMD_0050147,,phosphate-based bioactive glass,bioactive glass,phosphate glass that is bioactive and composed predominantly of phosphate compounds
CHEBI_72695,,organic molecule,organic molecular entity,Any molecule that consists of at least one carbon atom as part of the electrically neutral entity.
PMD_0000576,,colorimeter,device,"A device used to measure the color of a sample, often used in quality control and material analysis."
PMD_0000777,,heat capacity,thermal property,The heat capacity is a thermal property describing the amount of heat energy required to raise the temperature of a material by a given amount.
CHEBI_30430,,indium atom,metal atom,A metallic element first identified and named from the brilliant indigo (Latin <em>indicum</em>) blue line in its flame spectrum.
PMD_0025008,,transmission electron microscope,electron microscope,An electron microscope that produces high-resolution images of a sample's internal structure by transmitting electrons through the sample.
PMD_0000951,,stochastic simulation,simulation method specification,A simulation method specification that incorporates random variables to model probabilistic systems or processes.
PATO_0000122,,length [pato],morphology,A 1-dimensional extent quality which is equal to the distance between two points.
BFO_0000034,,function,disposition,(Elucidation) A function is a disposition that exists in virtue of its bearer's physical make-up & this physical make-up is something the bearer possesses because it came into being either through evolution (in the case of natural biological entities) or through intentional design (in the case of artefacts) in order to realize processes of a certain sort
