Class Suffix,Contributor,Label,Parent,Definition
PMD_0000952,,strength,mechanical property,The strength is a material property describing the maximum stress a material can withstand before failure.
PMD_0020094,,portion of scandium,portion of pure chemical element,A 'portion of scandium' is a 'portion of pure chemical element' that 'consists of' only chebi:scandium atom.
CHEBI_33324,,strontium atom,metal atom,
PMD_0010023,,bioactive,disposition,"A disposition that inheres in a material entity and is realized in an organismal context as a specific interaction with one or more biological systems, producing a measurable biological effect (e.g., therapeutic, toxic, or signaling outcome)."
DIGITRUBBER1000031,https://orcid.org/0000-0002-8280-0487,extruder zone,device zone,A device zone that is part of an extruder and in which a sub-process of extrusion occurs.
DIGITRUBBER_000006,,triangulation [imr],plan specification,"geometrical method to determine distances 
between to points"
DIGITRUBBER_000019,,standard deviation [Wikipedia],measurement datum,The standard deviation is a measure of the amount of variation or dispersion of a set of values. [Wikipedia]
CHEBI_25016,,lead atom,metal atom,
CHEBI_49648,,holmium atom,lanthanoid atom,
DIGITRUBBER_000129,,operator [hsh],role,A person who operates a machine entity unit in the system under investigation. Constitutes an entity of the human resource and the production cost group.
STATO_0000047,,count [ms],data item,a count is a data item denoted by an integer and represented the number of instances or occurences of an entity
OBI_0000017,GROUP:  Role branch,regulatory role,role,"a role which inheres in material entities and is realized in the processes of making, enforcing or being defined by legislation or orders issued by a governmental body."
PMD_0050080,,carbon-silicon carbide composite,non-oxide composite,"non-oxide composite that consists of a carbon matrix reinforced with silicon carbide, enhancing high-temperature performance"
PMD_0020146,,catalyst,role,Catalyst is the role of a participant in a chemical reaction that does not alter its qualities/realizable entities  after the chemical reaction.
PMD_0050013,,polyvinyl chloride,thermoplastic polymer,thermoplastic polymer produced by polymerization of the monomer vinyl chloride
DIGITRUBBER_000589,Alexander Aschemann,concentration measurement assay [dik],assay,"An assay with the objective to produce information about the concentration of a specific substance in the material entity that is the evaluant, by physically examining it or its proxies."
IAO_0000098,,data format specification,directive information entity,"A data format specification is the information content borne by the document published defining the specification.
Example: The ISO document specifying what encompasses an XML document; The instructions in a XSD file"
PMD_0050075,,oxide-oxide composite,ceramic matrix composite,ceramic matrix composite that consists entirely of oxide ceramic phases for both the matrix and reinforcement
DIGITRUBBER_000367,Alexander Aschemann,setting roll temperature control unit [dik],device,
PMD_0050146,,S53P4 bioglass,silicate-based bioactive glass,silicate-based bioactive glass formulated with a distinct composition for enhanced bioactivity
PMD_0000853,,crystallographic texture,intensive quality,an intensive quality describing the arrangement and orientation of grains in a polychrystal
PATO_0001241,,physical object quality [pato],quality,A quality which inheres in a continuant.
PMD_0020062,,portion of bismuth,portion of pure chemical element,A 'portion of bismuth' is a 'portion of pure chemical element' that 'consists of' only chebi:bismuth atom.
IAO_0000033,,directive information entity,information content entity,An information content entity whose concretizations indicate to their bearer how to realize them in a process.
CHEBI_33336,,lanthanum atom,lanthanoid atom,
NCIT_C63845,,monomer [ncit],molecular entity,A chemical subunit that can undergo polymerization by bonding to other subunits.
DIGITRUBBER_1000046,,E dash 0 degree celcius [Arlanxeo],intensive quality,Elastic modulus measured at 0 °C in dynamic mechanical thermal analysis (DTMA)
PMD_0050108,,aluminosilicate glass,silicate glass,silicate glass in which SiO₂ and Al₂O₃ are key structural units
DIGITRUBBER_000545,,function [dik],function,
CHEBI_79056,,plasticizer [chebi],role,"Any compound that is used as an additive to increase the plasticity or fluidity of a substance, particularly but not exclusively to synthetic polymers."
CHEBI_31344,,calcium oxide,molecular entity,A member of the class of calcium oxides of calcium and oxygen in a 1:1 ratio.
PMD_0020059,,portion of sulfur,portion of pure chemical element,A 'portion of sulfur' is a 'portion of pure chemical element' that 'consists of' only chebi:sulfur atom.
CHEBI_33343,,hafnium atom,metal atom,
PMD_0020076,,portion of silver,portion of pure chemical element,A 'portion of silver' is a 'portion of pure chemical element' that 'consists of' only chebi:silver atom.
DIGITRUBBER_000334,Alexander Aschemann,sulfur [dik],pure substance,"Sulfur is the chemical element of atomic number 16, a yellow combustible non-metal."
PMD_0050133,,functional glass,functional material,glass that is designed to perform specific roles beyond conventional optical applications
PMD_0020085,,portion of iridium,portion of pure chemical element,A 'portion of iridium' is a 'portion of pure chemical element' that 'consists of' only chebi:iridium atom.
PMD_0050031,,natural rubber,elastomer,"elastomer polymer, and a biopolymer harvested as plant latex; consisting of cis-1,4-polyisoprene chains; typically sulfur-vulcanized to create crosslinks between chains"
PMD_0050064,,silicon carbide ceramic,carbide ceramic,carbide ceramic consisting of silicon carbide
CHEBI_33273,,polyatomic anion,polyatomic ion,An anion consisting of more than one atom.
PMD_0020046,,portion of potassium,portion of pure chemical element,A 'portion of potassium' is a 'portion of pure chemical element' that 'consists of' only chebi:potassium atom.
PMD_0050089,,yttrium barium copper oxide ceramic,oxide ceramic,"oxide is a superconducting oxide ceramic that is composed of yttrium, barium, copper, and oxygen, notable for its high critical temperature"
DIGITRUBBER_1000034,Pallavi Karanth,vinyl content [Arlanxeo],intensive quality,Vinyl content is a quality that is based on the vinyl content in polyethylene resins that are determined by the catalyst used for manufacturing the resin.
CHEBI_33337,,actinium atom,metal atom,
DIGITRUBBER_000125,Marvin Auf der Landwehr,finished product [hsh],role,"The product that emerges at the end of the production process of the system under study.  Constitutes an entity in the material cost, production cost, and waste management cost group."
